db_id,table,column,sqlite_type,row_count,distinct_count,null_count,null_pct,is_pk,cardinality_ratio
college_2,time_slot,day,varchar(1),20,5,0,0.0,1,0.25
college_2,time_slot,start_hr,numeric(2),20,7,0,0.0,1,0.35
college_2,time_slot,start_min,numeric(2),20,2,0,0.0,1,0.1
college_2,time_slot,end_hr,numeric(2),20,7,0,0.0,0,0.35
college_2,time_slot,end_min,numeric(2),20,3,0,0.0,0,0.15
college_2,prereq,course_id,varchar(8),100,79,0,0.0,1,0.79
college_2,prereq,prereq_id,varchar(8),100,78,0,0.0,1,0.78
flight_company,airport,id,INT,9,9,0,0.0,1,1.0
flight_company,airport,City,TEXT,9,9,0,0.0,0,1.0
flight_company,airport,Country,TEXT,9,7,0,0.0,0,0.7778
flight_company,airport,IATA,TEXT,9,9,0,0.0,0,1.0
flight_company,airport,ICAO,TEXT,9,9,0,0.0,0,1.0
flight_company,airport,name,TEXT,9,9,0,0.0,0,1.0
flight_company,operate_company,id,INT,14,14,0,0.0,1,1.0
flight_company,operate_company,name,TEXT,14,14,0,0.0,0,1.0
flight_company,operate_company,Type,TEXT,14,3,0,0.0,0,0.2143
flight_company,operate_company,Principal_activities,TEXT,14,7,0,0.0,0,0.5
flight_company,operate_company,Incorporated_in,TEXT,14,5,0,0.0,0,0.3571
flight_company,operate_company,Group_Equity_Shareholding,REAL,14,7,0,0.0,0,0.5
flight_company,flight,id,INT,13,13,0,0.0,1,1.0
flight_company,flight,Vehicle_Flight_number,TEXT,13,13,0,0.0,0,1.0
flight_company,flight,Date,TEXT,13,13,0,0.0,0,1.0
flight_company,flight,Pilot,TEXT,13,2,0,0.0,0,0.1538
flight_company,flight,Velocity,REAL,13,2,0,0.0,0,0.1538
flight_company,flight,Altitude,REAL,13,2,0,0.0,0,0.1538
flight_company,flight,airport_id,INT,13,8,0,0.0,0,0.6154
flight_company,flight,company_id,INT,13,10,0,0.0,0,0.7692
icfp_1,Inst,instID,INTEGER,8,8,0,0.0,1,1.0
icfp_1,Inst,name,TEXT,8,8,0,0.0,0,1.0
icfp_1,Inst,country,TEXT,8,4,0,0.0,0,0.5
icfp_1,Authors,authID,INTEGER,13,13,0,0.0,1,1.0
icfp_1,Authors,lname,TEXT,13,13,0,0.0,0,1.0
icfp_1,Authors,fname,TEXT,13,13,0,0.0,0,1.0
icfp_1,Papers,paperID,INTEGER,7,7,0,0.0,1,1.0
icfp_1,Papers,title,TEXT,7,7,0,0.0,0,1.0
icfp_1,Authorship,authID,INTEGER,14,13,0,0.0,1,0.9286
icfp_1,Authorship,instID,INTEGER,14,8,0,0.0,1,0.5714
icfp_1,Authorship,paperID,INTEGER,14,7,0,0.0,1,0.5
icfp_1,Authorship,authOrder,INTEGER,14,3,0,0.0,0,0.2143
body_builder,body_builder,Body_Builder_ID,INT,5,5,0,0.0,1,1.0
body_builder,body_builder,People_ID,INT,5,5,0,0.0,0,1.0
body_builder,body_builder,Snatch,REAL,5,4,0,0.0,0,0.8
body_builder,body_builder,Clean_Jerk,REAL,5,3,0,0.0,0,0.6
body_builder,body_builder,Total,REAL,5,4,0,0.0,0,0.8
body_builder,people,People_ID,INT,6,6,0,0.0,1,1.0
body_builder,people,Name,TEXT,6,6,0,0.0,0,1.0
body_builder,people,Height,REAL,6,6,0,0.0,0,1.0
body_builder,people,Weight,REAL,6,6,0,0.0,0,1.0
body_builder,people,Birth_Date,TEXT,6,6,0,0.0,0,1.0
body_builder,people,Birth_Place,TEXT,6,6,0,0.0,0,1.0
storm_record,storm,Storm_ID,INT,10,10,0,0.0,1,1.0
storm_record,storm,Name,TEXT,10,10,0,0.0,0,1.0
storm_record,storm,Dates_active,TEXT,10,10,0,0.0,0,1.0
storm_record,storm,Max_speed,INT,10,8,0,0.0,0,0.8
storm_record,storm,Damage_millions_USD,REAL,10,6,0,0.0,0,0.6
storm_record,storm,Number_Deaths,INT,10,6,0,0.0,0,0.6
storm_record,region,Region_id,INT,13,13,0,0.0,1,1.0
storm_record,region,Region_code,TEXT,13,13,0,0.0,0,1.0
storm_record,region,Region_name,TEXT,13,13,0,0.0,0,1.0
storm_record,affected_region,Region_id,INT,6,4,0,0.0,1,0.6667
storm_record,affected_region,Storm_ID,INT,6,4,0,0.0,1,0.6667
storm_record,affected_region,Number_city_affected,REAL,6,6,0,0.0,0,1.0
pilot_record,aircraft,Aircraft_ID,INT,7,7,0,0.0,1,1.0
pilot_record,aircraft,Order_Year,INT,7,7,0,0.0,0,1.0
pilot_record,aircraft,Manufacturer,TEXT,7,2,0,0.0,0,0.2857
pilot_record,aircraft,Model,TEXT,7,4,0,0.0,0,0.5714
pilot_record,aircraft,Fleet_Series,TEXT,7,7,0,0.0,0,1.0
pilot_record,aircraft,Powertrain,TEXT,7,6,0,0.0,0,0.8571
pilot_record,aircraft,Fuel_Propulsion,TEXT,7,3,0,0.0,0,0.4286
pilot_record,pilot,Pilot_ID,INT,5,5,0,0.0,1,1.0
pilot_record,pilot,Pilot_name,TEXT,5,5,0,0.0,0,1.0
pilot_record,pilot,Rank,INT,5,4,0,0.0,0,0.8
pilot_record,pilot,Age,INT,5,5,0,0.0,0,1.0
pilot_record,pilot,Nationality,TEXT,5,3,0,0.0,0,0.6
pilot_record,pilot,Position,TEXT,5,3,0,0.0,0,0.6
pilot_record,pilot,Join_Year,INT,5,5,0,0.0,0,1.0
pilot_record,pilot,Team,TEXT,5,5,0,0.0,0,1.0
pilot_record,pilot_record,Record_ID,INT,6,6,0,0.0,0,1.0
pilot_record,pilot_record,Pilot_ID,INT,6,4,0,0.0,1,0.6667
pilot_record,pilot_record,Aircraft_ID,INT,6,5,0,0.0,1,0.8333
pilot_record,pilot_record,Date,TEXT,6,6,0,0.0,1,1.0
race_track,race,Race_ID,INT,7,7,0,0.0,1,1.0
race_track,race,Name,TEXT,7,7,0,0.0,0,1.0
race_track,race,Class,TEXT,7,2,0,0.0,0,0.2857
race_track,race,Date,TEXT,7,7,0,0.0,0,1.0
race_track,race,Track_ID,TEXT,7,6,0,0.0,0,0.8571
race_track,track,Track_ID,INT,9,9,0,0.0,1,1.0
race_track,track,Name,TEXT,9,9,0,0.0,0,1.0
race_track,track,Location,TEXT,9,9,0,0.0,0,1.0
race_track,track,Seating,REAL,9,8,0,0.0,0,0.8889
race_track,track,Year_Opened,REAL,9,8,0,0.0,0,0.8889
academic,author,aid,INT,0,0,0,0.0,1,0.0
academic,author,homepage,TEXT,0,0,0,0.0,0,0.0
academic,author,name,TEXT,0,0,0,0.0,0,0.0
academic,author,oid,INT,0,0,0,0.0,0,0.0
academic,conference,cid,INT,0,0,0,0.0,1,0.0
academic,conference,homepage,TEXT,0,0,0,0.0,0,0.0
academic,conference,name,TEXT,0,0,0,0.0,0,0.0
academic,domain,did,INT,0,0,0,0.0,1,0.0
academic,domain,name,TEXT,0,0,0,0.0,0,0.0
academic,domain_author,aid,INT,0,0,0,0.0,1,0.0
academic,domain_author,did,INT,0,0,0,0.0,1,0.0
academic,domain_conference,cid,INT,0,0,0,0.0,1,0.0
academic,domain_conference,did,INT,0,0,0,0.0,1,0.0
academic,journal,homepage,TEXT,0,0,0,0.0,0,0.0
academic,journal,jid,INT,0,0,0,0.0,1,0.0
academic,journal,name,TEXT,0,0,0,0.0,0,0.0
academic,domain_journal,did,INT,0,0,0,0.0,1,0.0
academic,domain_journal,jid,INT,0,0,0,0.0,1,0.0
academic,keyword,keyword,TEXT,0,0,0,0.0,0,0.0
academic,keyword,kid,INT,0,0,0,0.0,1,0.0
academic,domain_keyword,did,INT,0,0,0,0.0,1,0.0
academic,domain_keyword,kid,INT,0,0,0,0.0,1,0.0
academic,publication,abstract,TEXT,0,0,0,0.0,0,0.0
academic,publication,cid,TEXT,0,0,0,0.0,0,0.0
academic,publication,citation_num,INT,0,0,0,0.0,0,0.0
academic,publication,jid,INT,0,0,0,0.0,0,0.0
academic,publication,pid,INT,0,0,0,0.0,1,0.0
academic,publication,reference_num,INT,0,0,0,0.0,0,0.0
academic,publication,title,TEXT,0,0,0,0.0,0,0.0
academic,publication,year,INT,0,0,0,0.0,0,0.0
academic,domain_publication,did,INT,0,0,0,0.0,1,0.0
academic,domain_publication,pid,INT,0,0,0,0.0,1,0.0
academic,organization,continent,TEXT,0,0,0,0.0,0,0.0
academic,organization,homepage,TEXT,0,0,0,0.0,0,0.0
academic,organization,name,TEXT,0,0,0,0.0,0,0.0
academic,organization,oid,INT,0,0,0,0.0,1,0.0
academic,publication_keyword,pid,INT,0,0,0,0.0,1,0.0
academic,publication_keyword,kid,INT,0,0,0,0.0,1,0.0
academic,writes,aid,INT,0,0,0,0.0,1,0.0
academic,writes,pid,INT,0,0,0,0.0,1,0.0
academic,cite,cited,INT,0,0,0,0.0,0,0.0
academic,cite,citing,INT,0,0,0,0.0,0,0.0
department_store,Addresses,address_id,INTEGER,15,15,0,0.0,1,1.0
department_store,Addresses,address_details,VARCHAR(255),15,15,0,0.0,0,1.0
department_store,Staff,staff_id,INTEGER,15,15,0,0.0,1,1.0
department_store,Staff,staff_gender,VARCHAR(1),15,2,0,0.0,0,0.1333
department_store,Staff,staff_name,VARCHAR(80),15,15,0,0.0,0,1.0
department_store,Suppliers,supplier_id,INTEGER,4,4,0,0.0,1,1.0
department_store,Suppliers,supplier_name,VARCHAR(80),4,4,0,0.0,0,1.0
department_store,Suppliers,supplier_phone,VARCHAR(80),4,4,0,0.0,0,1.0
department_store,Department_Store_Chain,dept_store_chain_id,INTEGER,4,4,0,0.0,1,1.0
department_store,Department_Store_Chain,dept_store_chain_name,VARCHAR(80),4,4,0,0.0,0,1.0
department_store,Customers,customer_id,INTEGER,15,15,0,0.0,1,1.0
department_store,Customers,payment_method_code,VARCHAR(10),15,2,0,0.0,0,0.1333
department_store,Customers,customer_code,VARCHAR(20),15,15,0,0.0,0,1.0
department_store,Customers,customer_name,VARCHAR(80),15,15,0,0.0,0,1.0
department_store,Customers,customer_address,VARCHAR(255),15,15,0,0.0,0,1.0
department_store,Customers,customer_phone,VARCHAR(80),15,15,0,0.0,0,1.0
department_store,Customers,customer_email,VARCHAR(80),15,15,0,0.0,0,1.0
department_store,Products,product_id,INTEGER,15,15,0,0.0,1,1.0
department_store,Products,product_type_code,VARCHAR(10),15,2,0,0.0,0,0.1333
department_store,Products,product_name,VARCHAR(80),15,14,0,0.0,0,0.9333
department_store,Products,product_price,"DECIMAL(19,4)",15,15,0,0.0,0,1.0
department_store,Supplier_Addresses,supplier_id,INTEGER,4,3,0,0.0,1,0.75
department_store,Supplier_Addresses,address_id,INTEGER,4,4,0,0.0,1,1.0
department_store,Supplier_Addresses,date_from,DATETIME,4,4,0,0.0,0,1.0
department_store,Supplier_Addresses,date_to,DATETIME,4,4,0,0.0,0,1.0
department_store,Customer_Addresses,customer_id,INTEGER,15,8,0,0.0,1,0.5333
department_store,Customer_Addresses,address_id,INTEGER,15,10,0,0.0,1,0.6667
department_store,Customer_Addresses,date_from,DATETIME,15,15,0,0.0,0,1.0
department_store,Customer_Addresses,date_to,DATETIME,15,15,0,0.0,0,1.0
department_store,Customer_Orders,order_id,INTEGER,15,15,0,0.0,1,1.0
department_store,Customer_Orders,customer_id,INTEGER,15,10,0,0.0,0,0.6667
department_store,Customer_Orders,order_status_code,VARCHAR(10),15,5,0,0.0,0,0.3333
department_store,Customer_Orders,order_date,DATETIME,15,15,0,0.0,0,1.0
department_store,Department_Stores,dept_store_id,INTEGER,15,15,0,0.0,1,1.0
department_store,Department_Stores,dept_store_chain_id,INTEGER,15,4,0,0.0,0,0.2667
department_store,Department_Stores,store_name,VARCHAR(80),15,1,0,0.0,0,0.0667
department_store,Department_Stores,store_address,VARCHAR(255),15,15,0,0.0,0,1.0
department_store,Department_Stores,store_phone,VARCHAR(80),15,15,0,0.0,0,1.0
department_store,Department_Stores,store_email,VARCHAR(80),15,15,0,0.0,0,1.0
department_store,Departments,department_id,INTEGER,5,5,0,0.0,1,1.0
department_store,Departments,dept_store_id,INTEGER,5,3,0,0.0,0,0.6
department_store,Departments,department_name,VARCHAR(80),5,5,0,0.0,0,1.0
department_store,Order_Items,order_item_id,INTEGER,15,15,0,0.0,1,1.0
department_store,Order_Items,order_id,INTEGER,15,10,0,0.0,0,0.6667
department_store,Order_Items,product_id,INTEGER,15,11,0,0.0,0,0.7333
department_store,Product_Suppliers,product_id,INTEGER,15,9,0,0.0,1,0.6
department_store,Product_Suppliers,supplier_id,INTEGER,15,4,0,0.0,1,0.2667
department_store,Product_Suppliers,date_supplied_from,DATETIME,15,15,0,0.0,0,1.0
department_store,Product_Suppliers,date_supplied_to,DATETIME,15,15,0,0.0,0,1.0
department_store,Product_Suppliers,total_amount_purchased,VARCHAR(80),15,15,0,0.0,0,1.0
department_store,Product_Suppliers,total_value_purchased,"DECIMAL(19,4)",15,15,0,0.0,0,1.0
department_store,Staff_Department_Assignments,staff_id,INTEGER,15,11,0,0.0,1,0.7333
department_store,Staff_Department_Assignments,department_id,INTEGER,15,5,0,0.0,1,0.3333
department_store,Staff_Department_Assignments,date_assigned_from,DATETIME,15,15,0,0.0,0,1.0
department_store,Staff_Department_Assignments,job_title_code,VARCHAR(10),15,4,0,0.0,0,0.2667
department_store,Staff_Department_Assignments,date_assigned_to,DATETIME,15,15,0,0.0,0,1.0
music_4,artist,Artist_ID,INT,7,7,0,0.0,1,1.0
music_4,artist,Artist,TEXT,7,5,0,0.0,0,0.7143
music_4,artist,Age,INT,7,6,0,0.0,0,0.8571
music_4,artist,Famous_Title,TEXT,7,7,0,0.0,0,1.0
music_4,artist,Famous_Release_date,TEXT,7,5,0,0.0,0,0.7143
music_4,volume,Volume_ID,INT,10,10,0,0.0,1,1.0
music_4,volume,Volume_Issue,TEXT,10,10,0,0.0,0,1.0
music_4,volume,Issue_Date,TEXT,10,10,0,0.0,0,1.0
music_4,volume,Weeks_on_Top,REAL,10,3,0,0.0,0,0.3
music_4,volume,Song,TEXT,10,10,0,0.0,0,1.0
music_4,volume,Artist_ID,INT,10,5,0,0.0,0,0.5
music_4,music_festival,ID,INT,9,9,0,0.0,1,1.0
music_4,music_festival,Music_Festival,TEXT,9,9,0,0.0,0,1.0
music_4,music_festival,Date_of_ceremony,TEXT,9,1,0,0.0,0,0.1111
music_4,music_festival,Category,TEXT,9,3,0,0.0,0,0.3333
music_4,music_festival,Volume,INT,9,9,0,0.0,0,1.0
music_4,music_festival,Result,TEXT,9,2,0,0.0,0,0.2222
insurance_fnol,Customers,Customer_ID,INTEGER,15,15,0,0.0,1,1.0
insurance_fnol,Customers,Customer_name,VARCHAR(40),15,15,0,0.0,0,1.0
insurance_fnol,Services,Service_ID,INTEGER,4,4,0,0.0,1,1.0
insurance_fnol,Services,Service_name,VARCHAR(40),4,4,0,0.0,0,1.0
insurance_fnol,Available_Policies,Policy_ID,INTEGER,15,15,0,0.0,1,1.0
insurance_fnol,Available_Policies,policy_type_code,CHAR(15),15,4,0,0.0,0,0.2667
insurance_fnol,Available_Policies,Customer_Phone,VARCHAR(255),15,15,0,0.0,0,1.0
insurance_fnol,Customers_Policies,Customer_ID,INTEGER,14,9,0,0.0,1,0.6429
insurance_fnol,Customers_Policies,Policy_ID,INTEGER,14,11,0,0.0,1,0.7857
insurance_fnol,Customers_Policies,Date_Opened,DATE,14,14,0,0.0,0,1.0
insurance_fnol,Customers_Policies,Date_Closed,DATE,14,13,0,0.0,0,0.9286
insurance_fnol,First_Notification_of_Loss,FNOL_ID,INTEGER,7,7,0,0.0,1,1.0
insurance_fnol,First_Notification_of_Loss,Customer_ID,INTEGER,7,5,0,0.0,0,0.7143
insurance_fnol,First_Notification_of_Loss,Policy_ID,INTEGER,7,7,0,0.0,0,1.0
insurance_fnol,First_Notification_of_Loss,Service_ID,INTEGER,7,4,0,0.0,0,0.5714
insurance_fnol,Claims,Claim_ID,INTEGER,10,10,0,0.0,1,1.0
insurance_fnol,Claims,FNOL_ID,INTEGER,10,7,0,0.0,0,0.7
insurance_fnol,Claims,Effective_Date,DATE,10,10,0,0.0,0,1.0
insurance_fnol,Settlements,Settlement_ID,INTEGER,10,10,0,0.0,1,1.0
insurance_fnol,Settlements,Claim_ID,INTEGER,10,10,0,0.0,0,1.0
insurance_fnol,Settlements,Effective_Date,DATE,10,10,0,0.0,0,1.0
insurance_fnol,Settlements,Settlement_Amount,REAL,10,10,0,0.0,0,1.0
cinema,film,Film_ID,INT,5,5,0,0.0,1,1.0
cinema,film,Rank_in_series,INT,5,5,0,0.0,0,1.0
cinema,film,Number_in_season,INT,5,5,0,0.0,0,1.0
cinema,film,Title,TEXT,5,5,0,0.0,0,1.0
cinema,film,Directed_by,TEXT,5,2,0,0.0,0,0.4
cinema,film,Original_air_date,TEXT,5,5,0,0.0,0,1.0
cinema,film,Production_code,TEXT,5,5,0,0.0,0,1.0
cinema,cinema,Cinema_ID,INT,10,10,0,0.0,1,1.0
cinema,cinema,Name,TEXT,10,10,0,0.0,0,1.0
cinema,cinema,Openning_year,INT,10,6,0,0.0,0,0.6
cinema,cinema,Capacity,INT,10,10,0,0.0,0,1.0
cinema,cinema,Location,TEXT,10,7,0,0.0,0,0.7
cinema,schedule,Cinema_ID,INT,7,5,0,0.0,1,0.7143
cinema,schedule,Film_ID,INT,7,5,0,0.0,1,0.7143
cinema,schedule,Date,TEXT,7,6,0,0.0,0,0.8571
cinema,schedule,Show_times_per_day,INT,7,4,0,0.0,0,0.5714
cinema,schedule,Price,float,7,4,0,0.0,0,0.5714
decoration_competition,college,College_ID,INT,5,5,0,0.0,1,1.0
decoration_competition,college,Name,TEXT,5,5,0,0.0,0,1.0
decoration_competition,college,Leader_Name,TEXT,5,5,0,0.0,0,1.0
decoration_competition,college,College_Location,TEXT,5,5,0,0.0,0,1.0
decoration_competition,member,Member_ID,INT,10,10,0,0.0,1,1.0
decoration_competition,member,Name,TEXT,10,10,0,0.0,0,1.0
decoration_competition,member,Country,TEXT,10,2,0,0.0,0,0.2
decoration_competition,member,College_ID,INT,10,5,0,0.0,0,0.5
decoration_competition,round,Round_ID,INT,6,2,0,0.0,1,0.3333
decoration_competition,round,Member_ID,INT,6,6,0,0.0,1,1.0
decoration_competition,round,Decoration_Theme,TEXT,6,6,0,0.0,0,1.0
decoration_competition,round,Rank_in_Round,INT,6,4,0,0.0,0,0.6667
phone_market,phone,Name,TEXT,5,5,0,0.0,0,1.0
phone_market,phone,Phone_ID,INT,5,5,0,0.0,1,1.0
phone_market,phone,Memory_in_G,INT,5,4,0,0.0,0,0.8
phone_market,phone,Carrier,TEXT,5,2,0,0.0,0,0.4
phone_market,phone,Price,REAL,5,5,0,0.0,0,1.0
phone_market,market,Market_ID,INT,6,6,0,0.0,1,1.0
phone_market,market,District,TEXT,6,6,0,0.0,0,1.0
phone_market,market,Num_of_employees,INT,6,5,0,0.0,0,0.8333
phone_market,market,Num_of_shops,REAL,6,5,0,0.0,0,0.8333
phone_market,market,Ranking,INT,6,6,0,0.0,0,1.0
phone_market,phone_market,Market_ID,INT,6,4,0,0.0,1,0.6667
phone_market,phone_market,Phone_ID,TEXT,6,4,0,0.0,1,0.6667
phone_market,phone_market,Num_of_stock,INT,6,6,0,0.0,0,1.0
store_product,product,product_id,INT,6,6,0,0.0,1,1.0
store_product,product,product,TEXT,6,6,0,0.0,0,1.0
store_product,product,dimensions,TEXT,6,6,0,0.0,0,1.0
store_product,product,dpi,REAL,6,1,0,0.0,0,0.1667
store_product,product,pages_per_minute_color,REAL,6,6,0,0.0,0,1.0
store_product,product,max_page_size,TEXT,6,3,0,0.0,0,0.5
store_product,product,interface,TEXT,6,1,0,0.0,0,0.1667
store_product,store,Store_ID,INT,5,5,0,0.0,1,1.0
store_product,store,Store_Name,TEXT,5,5,0,0.0,0,1.0
store_product,store,Type,TEXT,5,2,0,0.0,0,0.4
store_product,store,Area_size,REAL,5,5,0,0.0,0,1.0
store_product,store,Number_of_product_category,REAL,5,5,0,0.0,0,1.0
store_product,store,Ranking,INT,5,5,0,0.0,0,1.0
store_product,district,District_ID,INT,15,15,0,0.0,1,1.0
store_product,district,District_name,TEXT,15,15,0,0.0,0,1.0
store_product,district,Headquartered_City,TEXT,15,15,0,0.0,0,1.0
store_product,district,City_Population,REAL,15,15,0,0.0,0,1.0
store_product,district,City_Area,REAL,15,13,0,0.0,0,0.8667
store_product,store_product,Store_ID,INT,15,4,0,0.0,1,0.2667
store_product,store_product,Product_ID,INT,15,5,0,0.0,1,0.3333
store_product,store_district,Store_ID,INT,5,5,0,0.0,1,1.0
store_product,store_district,District_ID,INT,5,4,0,0.0,0,0.8
assets_maintenance,Third_Party_Companies,company_id,INTEGER,15,15,0,0.0,1,1.0
assets_maintenance,Third_Party_Companies,company_type,VARCHAR(5),15,2,0,0.0,0,0.1333
assets_maintenance,Third_Party_Companies,company_name,VARCHAR(255),15,15,0,0.0,0,1.0
assets_maintenance,Third_Party_Companies,company_address,VARCHAR(255),15,15,0,0.0,0,1.0
assets_maintenance,Third_Party_Companies,other_company_details,VARCHAR(255),15,15,0,0.0,0,1.0
assets_maintenance,Maintenance_Contracts,maintenance_contract_id,INTEGER,15,15,0,0.0,1,1.0
assets_maintenance,Maintenance_Contracts,maintenance_contract_company_id,INTEGER,15,10,0,0.0,0,0.6667
assets_maintenance,Maintenance_Contracts,contract_start_date,DATETIME,15,15,0,0.0,0,1.0
assets_maintenance,Maintenance_Contracts,contract_end_date,DATETIME,15,15,0,0.0,0,1.0
assets_maintenance,Maintenance_Contracts,other_contract_details,VARCHAR(255),15,0,15,100.0,0,0.0
assets_maintenance,Parts,part_id,INTEGER,3,3,0,0.0,1,1.0
assets_maintenance,Parts,part_name,VARCHAR(255),3,3,0,0.0,0,1.0
assets_maintenance,Parts,chargeable_yn,VARCHAR(1),3,2,0,0.0,0,0.6667
assets_maintenance,Parts,chargeable_amount,VARCHAR(20),3,2,0,0.0,0,0.6667
assets_maintenance,Parts,other_part_details,VARCHAR(255),3,0,3,100.0,0,0.0
assets_maintenance,Skills,skill_id,INTEGER,3,3,0,0.0,1,1.0
assets_maintenance,Skills,skill_code,VARCHAR(20),3,3,0,0.0,0,1.0
assets_maintenance,Skills,skill_description,VARCHAR(255),3,3,0,0.0,0,1.0
assets_maintenance,Staff,staff_id,INTEGER,15,15,0,0.0,1,1.0
assets_maintenance,Staff,staff_name,VARCHAR(255),15,15,0,0.0,0,1.0
assets_maintenance,Staff,gender,VARCHAR(1),15,2,0,0.0,0,0.1333
assets_maintenance,Staff,other_staff_details,VARCHAR(255),15,2,11,73.33,0,0.1333
assets_maintenance,Assets,asset_id,INTEGER,15,15,0,0.0,1,1.0
assets_maintenance,Assets,maintenance_contract_id,INTEGER,15,10,0,0.0,0,0.6667
assets_maintenance,Assets,supplier_company_id,INTEGER,15,10,0,0.0,0,0.6667
assets_maintenance,Assets,asset_details,VARCHAR(255),15,15,0,0.0,0,1.0
assets_maintenance,Assets,asset_make,VARCHAR(20),15,9,0,0.0,0,0.6
assets_maintenance,Assets,asset_model,VARCHAR(20),15,15,0,0.0,0,1.0
assets_maintenance,Assets,asset_acquired_date,DATETIME,15,15,0,0.0,0,1.0
assets_maintenance,Assets,asset_disposed_date,DATETIME,15,15,0,0.0,0,1.0
assets_maintenance,Assets,other_asset_details,VARCHAR(255),15,1,11,73.33,0,0.0667
assets_maintenance,Asset_Parts,asset_id,INTEGER,15,9,0,0.0,0,0.6
assets_maintenance,Asset_Parts,part_id,INTEGER,15,3,0,0.0,0,0.2
assets_maintenance,Maintenance_Engineers,engineer_id,INTEGER,15,15,0,0.0,1,1.0
assets_maintenance,Maintenance_Engineers,company_id,INTEGER,15,11,0,0.0,0,0.7333
assets_maintenance,Maintenance_Engineers,first_name,VARCHAR(50),15,15,0,0.0,0,1.0
assets_maintenance,Maintenance_Engineers,last_name,VARCHAR(50),15,15,0,0.0,0,1.0
assets_maintenance,Maintenance_Engineers,other_details,VARCHAR(255),15,1,13,86.67,0,0.0667
assets_maintenance,Engineer_Skills,engineer_id,INTEGER,20,13,0,0.0,0,0.65
assets_maintenance,Engineer_Skills,skill_id,INTEGER,20,3,0,0.0,0,0.15
